wpdx_id,lat_deg,lon_deg,status_clean,pop_served_500m,install_year,is_urban,water_source_clean,water_tech_clean,geom_wkt,cluster_id
6GFPXPVQ+76F,-0.0068033,34.73804092,Non-Functional,1596.5077409744263,,f,Borehole/Tubewell,,POINT(34.73804092 -0.0068033),196
6GGP6HF2+VJX,0.224748328,34.55161667,Non-Functional,816.5422115325928,,f,Borehole/Tubewell,,POINT(34.55161667 0.224748328),196
6GGP833W+QG6,0.304404199,34.09627914,Non-Functional,462.44345331192017,,f,Borehole/Tubewell,,POINT(34.09627914 0.304404199),50
6GGP854X+5WR,0.305498302,34.19976044,Non-Functional,2643.721239089966,,f,Borehole/Tubewell,,POINT(34.19976044 0.305498302),111
6GGP86F7+5VF,0.322941512,34.21467972,Non-Functional,493.2531132698059,,f,Borehole/Tubewell,,POINT(34.21467972 0.322941512),111
6GGVV2F3+46R,0.87285846,37.00302357,Non-Functional,33.781307712197304,,f,Piped Water,Hand Pump - Rope,POINT(37.00302357 0.87285846),
6G8X3Q98+JQC,-3.930926488,39.76689089,Non-Functional,1859.090805053711,,f,Borehole/Tubewell,,POINT(39.76689089 -3.930926488),
6GGP6J68+R84,0.212005004,34.61583328,Non-Functional,937.8770723342896,,f,Protected Well,Motorized Pump - Electric,POINT(34.61583328 0.212005004),196
6GGP9638+C53,0.353518333,34.21541833,Non-Functional,451.71291303634644,,f,Borehole/Tubewell,,POINT(34.21541833 0.353518333),111
6GGP6J78+2JF,0.212566674,34.61654282,Non-Functional,949.743968963623,,f,Protected Well,Motorized Pump - Electric,POINT(34.61654282 0.212566674),196
6GCPVCCX+5QQ,-1.12953496,34.44949341,Non-Functional,381.0357527732849,,f,Borehole/Tubewell,,POINT(34.44949341 -1.12953496),
6GGP6JC2+RHG,0.222063333,34.60146332,Non-Functional,832.7568516731262,,f,Protected Well,Motorized Pump - Electric,POINT(34.60146332 0.222063333),196
6GCPWG2V+GMQ,-1.098653316,34.54424667,Non-Functional,308.8840789794922,,f,Borehole/Tubewell,,POINT(34.54424667 -1.098653316),69
6GGPCGWR+MWJ,0.446703345,34.54226685,Non-Functional,606.2668843269348,,f,Borehole/Tubewell,,POINT(34.54226685 0.446703345),
6GFP3HG9+6HM,-0.924415171,34.56891251,Non-Functional,251.61782228946686,,f,Borehole/Tubewell,,POINT(34.56891251 -0.924415171),
6GGP8347+V4V,0.307236612,34.06279755,Non-Functional,450.08421182632446,,f,Borehole/Tubewell,,POINT(34.06279755 0.307236612),50
6GGP834P+6FP,0.305587709,34.0861969,Non-Functional,472.2495503425598,,f,Borehole/Tubewell,,POINT(34.0861969 0.305587709),50
6GGP6JC3+WJR,0.222361669,34.60401535,Non-Functional,881.3697032928467,,f,Protected Well,Motorized Pump - Electric,POINT(34.60401535 0.222361669),196
6GGPMR56+784,0.658143342,34.81081772,Non-Functional,554.889283657074,,f,Borehole/Tubewell,,POINT(34.81081772 0.658143342),
6GGP3CVF+PF9,0.09429647,34.42372131,Non-Functional,355.6715784072876,,f,Borehole/Tubewell,,POINT(34.42372131 0.09429647),57
6GGP4423+WXQ,0.102331668,34.10499954,Non-Functional,297.68294048309326,,f,Borehole/Tubewell,,POINT(34.10499954 0.102331668),108
6GGPC62R+QRV,0.401983291,34.24206161,Non-Functional,552.6390509605408,,f,Borehole/Tubewell,,POINT(34.24206161 0.401983291),111
6GGPC6M7+J43,0.434015,34.2128,Non-Functional,344.2220287322998,,f,Borehole/Tubewell,,POINT(34.2128 0.434015),111
6GGP2QFH+C4X,0.0236017,34.77786636,Non-Functional,880.8226437568665,,f,Protected Well,Motorized Pump - Electric,POINT(34.77786636 0.0236017),196
6GGP2QQ6+G5H,0.038819999,34.76049805,Non-Functional,678.778359413147,,f,Borehole/Tubewell,,POINT(34.76049805 0.038819999),196
6GGPC6R5+MMV,0.441735936,34.20918019,Non-Functional,373.68276929855347,,f,Borehole/Tubewell,,POINT(34.20918019 0.441735936),111
6GGP49R8+CRX,0.141115561,34.36711502,Non-Functional,290.6055955886841,,f,Borehole/Tubewell,,POINT(34.36711502 0.141115561),73
6GGP4496+F69,0.118657447,34.11059952,Non-Functional,328.56532883644104,,f,Borehole/Tubewell,,POINT(34.11059952 0.118657447),108
6GGP2QXX+6G3,0.048006665,34.79880142,Non-Functional,614.4609355926514,,f,Protected Well,Motorized Pump - Electric,POINT(34.79880142 0.048006665),196
6GGPC6RX+WGQ,0.442346667,34.248845,Non-Functional,1314.2510299682617,,f,Borehole/Tubewell,,POINT(34.248845 0.442346667),111
6GGP6JH2+2HX,0.227603331,34.60147095,Non-Functional,813.8500137329102,,f,Protected Well,Motorized Pump - Electric,POINT(34.60147095 0.227603331),196
6GGP2RJ6+9F8,0.030905001,34.81120682,Non-Functional,613.8449320793152,,f,Protected Well,Motorized Pump - Electric,POINT(34.81120682 0.030905001),196
6GGP4Q7M+722,0.113130613,34.78252692,Non-Functional,1433.4548139572144,,f,Protected Well,,POINT(34.78252692 0.113130613),196
6GFP5FWF+7PX,-0.804274976,34.47434998,Non-Functional,323.6438674926758,,f,Borehole/Tubewell,,POINT(34.47434998 -0.804274976),
6GGPCPCV+PPW,0.421863347,34.74433136,Non-Functional,585.5593271255493,,f,Borehole/Tubewell,,POINT(34.74433136 0.421863347),196
6GGPF655+835,0.458271712,34.20772171,Non-Functional,354.41702580451965,,f,Borehole/Tubewell,,POINT(34.20772171 0.458271712),111
6GGP6JH9+HC6,0.228916705,34.61851883,Non-Functional,732.9821519851685,,f,Protected Well,Motorized Pump - Electric,POINT(34.61851883 0.228916705),196
6GFP8C8H+7PV,-0.684274971,34.42929459,Non-Functional,198.8642930984497,,f,Borehole/Tubewell,,POINT(34.42929459 -0.684274971),31
6GFPFP9F+MHR,-0.530771971,34.72388458,Non-Functional,680.6450176239014,,f,Borehole/Tubewell,,POINT(34.72388458 -0.530771971),232
6GFP782H+P44,-0.74822998,34.32782364,Non-Functional,439.90034079551697,,f,Borehole/Tubewell,,POINT(34.32782364 -0.74822998),225
6GGP835X+QRM,0.309451667,34.09955333,Non-Functional,427.5497031211853,,f,Borehole/Tubewell,,POINT(34.09955333 0.309451667),50
6GGPF637+QFF,0.454448342,34.21365738,Non-Functional,351.72515892982483,,f,Borehole/Tubewell,,POINT(34.21365738 0.454448342),111
6GFP79F9+3C6,-0.727346659,34.36852264,Non-Functional,1055.9822177886963,,f,Borehole/Tubewell,,POINT(34.36852264 -0.727346659),171
6GGP6JQ3+63P,0.238083333,34.60269547,Non-Functional,594.7113885879517,,f,Protected Well,Motorized Pump - Electric,POINT(34.60269547 0.238083333),196
6GGP3846+QRC,0.056944307,34.31202316,Non-Functional,763.3801035881042,,f,Borehole/Tubewell,,POINT(34.31202316 0.056944307),151
6GGP3853+342,0.057648219,34.30277252,Non-Functional,1485.6207818984985,,f,Borehole/Tubewell,,POINT(34.30277252 0.057648219),151
6GGP3862+F5H,0.061178333,34.30049667,Non-Functional,1578.3111295700073,,f,Borehole/Tubewell,,POINT(34.30049667 0.061178333),151
6GGP6JW8+G27,0.246281669,34.61504364,Non-Functional,409.6904811859131,,f,Protected Well,Motorized Pump - Electric,POINT(34.61504364 0.246281669),196
6GFP7GMF+WHV,-0.715144992,34.52390671,Non-Functional,294.2363386154175,,f,Borehole/Tubewell,,POINT(34.52390671 -0.715144992),
6GGP834W+26C,0.305051655,34.09550476,Non-Functional,480.8863410949707,,f,Protected Well,Motorized Pump - Electric,POINT(34.09550476 0.305051655),50
6GGP836W+MV6,0.311666101,34.09714508,Non-Functional,438.5659463405609,,f,Borehole/Tubewell,,POINT(34.09714508 0.311666101),50
6GGP839F+P28,0.31929329,34.07258606,Non-Functional,345.83666467666626,,f,Borehole/Tubewell,,POINT(34.07258606 0.31929329),50
6GGP839X+RFH,0.319568992,34.09873581,Non-Functional,329.1372184753418,,f,Protected Well,Motorized Pump - Electric,POINT(34.09873581 0.319568992),50
6GCPJPG6+8FR,-1.374133348,34.71113205,Non-Functional,557.4129843711853,,f,Protected Well,Motorized Pump - Electric,POINT(34.71113205 -1.374133348),203
6GGP83CJ+G3M,0.321335614,34.08017731,Non-Functional,301.1916699409485,,f,Borehole/Tubewell,,POINT(34.08017731 0.321335614),50
6GFP7FVG+RCQ,-0.705404997,34.47612381,Non-Functional,282.7077543735504,,f,Borehole/Tubewell,,POINT(34.47612381 -0.705404997),63
6GFP7FXQ+6G7,-0.701974988,34.48878479,Non-Functional,281.2215609550476,,f,Borehole/Tubewell,,POINT(34.48878479 -0.701974988),
6GGP83VX+HMX,0.343978286,34.09923553,Non-Functional,385.9610457420349,,f,Borehole/Tubewell,,POINT(34.09923553 0.343978286),130
6GGP8444+7VM,0.30570206,34.10717392,Non-Functional,468.8417000770569,,f,Borehole/Tubewell,,POINT(34.10717392 0.30570206),50
6GGP844R+27M,0.305084639,34.1406683,Non-Functional,304.55016589164734,,f,Protected Well,,POINT(34.1406683 0.305084639),50
6GGPF7X9+W5W,0.499873668,34.26796341,Non-Functional,327.33262276649475,,f,Borehole/Tubewell,,POINT(34.26796341 0.499873668),116
6GGP844R+2GR,0.305114686,34.14126205,Non-Functional,292.61954498291016,,f,Protected Well,Motorized Pump - Electric,POINT(34.14126205 0.305114686),50
6GGP845C+7X2,0.308146905,34.12239838,Non-Functional,417.2319507598877,,f,Borehole/Tubewell,,POINT(34.12239838 0.308146905),50
6GGP846H+56M,0.310460687,34.12803268,Non-Functional,283.7499854564667,,f,Protected Well,Motorized Pump - Electric,POINT(34.12803268 0.310460687),50
6GGP846X+JXH,0.311567605,34.1499939,Non-Functional,307.8251197338104,,f,Borehole/Tubewell,,POINT(34.1499939 0.311567605),50
6GGP848F+RQV,0.31712091,34.12440872,Non-Functional,342.70235800743103,,f,Protected Well,Motorized Pump - Electric,POINT(34.12440872 0.31712091),50
6GGPF8HF+R9W,0.479603333,34.32344667,Non-Functional,313.9199492931366,,f,Borehole/Tubewell,,POINT(34.32344667 0.479603333),89
6GGP3MJC+VJ8,0.08215356,34.67156497,Non-Functional,1027.7779550552368,,f,Protected Well,,POINT(34.67156497 0.08215356),196
6GGP84J9+MXW,0.331743509,34.11996078,Non-Functional,379.5477817058563,,f,Protected Well,Motorized Pump - Electric,POINT(34.11996078 0.331743509),130
6GGP84P2+PM4,0.336756706,34.10171509,Non-Functional,390.64752221107483,,f,Borehole/Tubewell,,POINT(34.10171509 0.336756706),
6GGP84P7+WJM,0.337333798,34.11403275,Non-Functional,353.7443096637726,,f,Borehole/Tubewell,,POINT(34.11403275 0.337333798),130
6GGP84PF+79W,0.335745,34.123455,Non-Functional,425.5164120197296,,f,Borehole/Tubewell,,POINT(34.123455 0.335745),130
6GGP84R8+836,0.340792298,34.11513138,Non-Functional,353.55568385124207,,f,Borehole/Tubewell,,POINT(34.11513138 0.340792298),130
6GGP84RV+W22,0.342260212,34.14251328,Non-Functional,473.55804538726807,,f,Protected Well,Motorized Pump - Electric,POINT(34.14251328 0.342260212),130
6GGP84V8+VPJ,0.344713688,34.1167717,Non-Functional,376.90461468696594,,f,Protected Well,Motorized Pump - Electric,POINT(34.1167717 0.344713688),130
6GGP84V9+663,0.343017787,34.11804962,Non-Functional,366.5121750831604,,f,Borehole/Tubewell,,POINT(34.11804962 0.343017787),130
6GFP8C2X+233,-0.699983358,34.44766998,Non-Functional,183.07774126529694,,f,Borehole/Tubewell,,POINT(34.44766998 -0.699983358),
6GFP8C43+MC4,-0.693369985,34.4035759,Non-Functional,346.34786081314087,,f,Borehole/Tubewell,,POINT(34.4035759 -0.693369985),
6GFP8C6W+X85,-0.687605023,34.44584656,Non-Functional,226.4831566810608,,f,Borehole/Tubewell,,POINT(34.44584656 -0.687605023),
6GFP8C83+PF3,-0.683245003,34.40365982,Non-Functional,295.799191236496,,f,Borehole/Tubewell,,POINT(34.40365982 -0.683245003),31
6GGP3MJH+JW9,0.08154977,34.67986442,Non-Functional,903.6964144706726,,f,Protected Well,,POINT(34.67986442 0.08154977),196
6GFP8C84+4QJ,-0.6846583,34.4068883,Non-Functional,268.67224526405334,,f,Borehole/Tubewell,,POINT(34.4068883 -0.6846583),31
6GGP832F+63J,0.300594896,34.07265472,Non-Functional,469.16012167930603,,f,Borehole/Tubewell,,POINT(34.07265472 0.300594896),50
6GGP84VP+QPF,0.344435006,34.1368103,Non-Functional,532.0385117530823,,f,Protected Well,Motorized Pump - Electric,POINT(34.1368103 0.344435006),130
6GGP3PPF+VWM,0.087196882,34.72474618,Non-Functional,2840.609888076782,,f,Protected Well,,POINT(34.72474618 0.087196882),196
6GFPFP26+VV4,-0.547871649,34.71221542,Non-Functional,523.9166622161865,,f,Borehole/Tubewell,,POINT(34.71221542 -0.547871649),232
6GGP84W6+4G9,0.345278203,34.11135101,Non-Functional,374.0418622493744,,f,Protected Well,Motorized Pump - Electric,POINT(34.11135101 0.345278203),130
6GGP5GH7+F8Q,0.178713337,34.51335144,Non-Functional,921.0968317985535,,f,Protected Well,Motorized Pump - Electric,POINT(34.51335144 0.178713337),196
6GGP84WQ+J23,0.346520007,34.13753128,Non-Functional,494.0302333831787,,f,Protected Well,Motorized Pump - Electric,POINT(34.13753128 0.346520007),130
6GGP8546+G96,0.306296676,34.16087723,Non-Functional,335.5111448764801,,f,Protected Well,Motorized Pump - Electric,POINT(34.16087723 0.306296676),120
6GGP8547+X48,0.307404995,34.16281509,Non-Functional,343.1203827857971,,f,Protected Well,Motorized Pump - Electric,POINT(34.16281509 0.307404995),120
6GFP8C38+CV6,-0.696456671,34.41712952,Non-Functional,204.27463376522064,,f,Borehole/Tubewell,,POINT(34.41712952 -0.696456671),28
6GGP854X+9R8,0.305903286,34.19957352,Non-Functional,2508.2610445022583,,f,Borehole/Tubewell,,POINT(34.19957352 0.305903286),111
6GGP8569+848,0.31078,34.167835,Non-Functional,343.86653113365173,,f,Borehole/Tubewell,,POINT(34.167835 0.31078),120
6GGP3PPF+WVX,0.087358625,34.72472994,Non-Functional,2848.959861755371,,f,Protected Well,,POINT(34.72472994 0.087358625),196
6GGP3PX8+958,0.098401548,34.71545378,Non-Functional,1252.0421686172485,,f,Protected Well,,POINT(34.71545378 0.098401548),196
6GGP3QRX+QHG,0.091947834,34.79893768,Non-Functional,970.7358741760254,,f,Protected Well,,POINT(34.79893768 0.091947834),196
6GGP86J3+8MJ,0.330840409,34.20413208,Non-Functional,452.60695362091064,,f,Protected Well,Motorized Pump - Electric,POINT(34.20413208 0.330840409),111
6GGP8569+QM9,0.311903,34.169224,Functional,348.06172037124634,2009,f,Protected Well,,POINT(34.169224 0.311903),
6GGP3QVJ+4CP,0.092835635,34.78107659,Non-Functional,1277.1740942001343,,f,Protected Well,,POINT(34.78107659 0.092835635),196
6GGP3QVQ+J75,0.094005201,34.78822099,Non-Functional,1252.3585605621338,,f,Protected Well,,POINT(34.78822099 0.094005201),196
6GGP856C+V4Q,0.312216699,34.17036819,Non-Functional,337.03441858291626,,f,Protected Well,Motorized Pump - Electric,POINT(34.17036819 0.312216699),120
6GGP856X+M76,0.311666697,34.19815063,Non-Functional,1001.3500394821167,,f,Borehole/Tubewell,,POINT(34.19815063 0.311666697),111
6GGP8579+55Q,0.312956661,34.16798782,Non-Functional,332.55505895614624,,f,Borehole/Tubewell,,POINT(34.16798782 0.312956661),120
6GGP857C+326,0.312655002,34.17002487,Non-Functional,351.4495623111725,,f,Protected Well,Motorized Pump - Electric,POINT(34.17002487 0.312655002),120
6GGPFQWM+9PF,0.49594,34.78430176,Non-Functional,404.94882678985596,,f,Borehole/Tubewell,,POINT(34.78430176 0.49594),186
6GGP857C+MQJ,0.314203322,34.17188644,Non-Functional,345.1848042011261,,f,Protected Well,Motorized Pump - Electric,POINT(34.17188644 0.314203322),120
6GGP3QXJ+CXX,0.098619361,34.78247044,Non-Functional,1173.3415269851685,,f,Protected Well,,POINT(34.78247044 0.098619361),196
6GFP8FHW+8M9,-0.6717054,34.496726,Non-Functional,316.33812868595123,,f,Borehole/Tubewell,,POINT(34.496726 -0.6717054),88
6GGP3QXR+GMW,0.098854572,34.79170524,Non-Functional,1133.9586696624756,,f,Protected Well,,POINT(34.79170524 0.098854572),196
6GGP858R+JF6,0.316538334,34.19115067,Non-Functional,426.28835105895996,,f,Protected Well,Motorized Pump - Electric,POINT(34.19115067 0.316538334),111
6GFPFP6C+G4R,-0.538641691,34.72025681,Non-Functional,504.6317434310913,,f,Borehole/Tubewell,,POINT(34.72025681 -0.538641691),232
6GGP85CV+VF3,0.322051674,34.19361877,Non-Functional,362.32395195961,,f,Protected Well,Motorized Pump - Electric,POINT(34.19361877 0.322051674),111
6GGP85F5+G4X,0.323874086,34.15784454,Non-Functional,276.3566370010376,,f,Protected Well,Motorized Pump - Electric,POINT(34.15784454 0.323874086),111
6GGP3QXR+VWJ,0.099716581,34.79227749,Non-Functional,1094.8927726745605,,f,Protected Well,,POINT(34.79227749 0.099716581),196
6GGP85FC+3F9,0.322657172,34.17123363,Non-Functional,317.99844622612,,f,Protected Well,Motorized Pump - Electric,POINT(34.17123363 0.322657172),120
6GGP3J9G+Q28,0.06941779,34.62507151,Non-Functional,1290.682152748108,,f,Protected Well,,POINT(34.62507151 0.06941779),336
6GGPG68P+88M,0.515840493,34.23579715,Non-Functional,429.47316122055054,,f,Protected Well,,POINT(34.23579715 0.515840493),116
6GFPHPFC+4FM,-0.427166671,34.72116089,Non-Functional,266.42919516563416,,f,Borehole/Tubewell,,POINT(34.72116089 -0.427166671),
6GGP85G4+5F2,0.325399995,34.15613556,Non-Functional,280.2168481349945,,f,Protected Well,Motorized Pump - Electric,POINT(34.15613556 0.325399995),111
6GFPJR7Q+P37,-0.3857135,34.8376734,Non-Functional,131.89998185634613,2008,f,Piped Water,Public Tapstand,POINT(34.8376734 -0.3857135),
6GGP85H4+9PF,0.328431666,34.15680695,Non-Functional,315.05473375320435,,f,Protected Well,Motorized Pump - Electric,POINT(34.15680695 0.328431666),111
6GFPV9QP+GC5,-0.1112352,34.3861044,"Non-Functional, dry season",354.9876434803009,2007,f,,Public Tapstand,POINT(34.3861044 -0.1112352),85
6GGP85HW+G5W,0.328873336,34.19544601,Non-Functional,408.8052635192871,,f,Protected Well,Motorized Pump - Electric,POINT(34.19544601 0.328873336),111
6GGP85JH+35W,0.330237094,34.17795894,Non-Functional,330.1967523097992,,f,Protected Well,Motorized Pump - Electric,POINT(34.17795894 0.330237094),111
6GFP8J75+F97,-0.686338305,34.60840988,Non-Functional,338.8896954059601,,f,Protected Well,Motorized Pump - Electric,POINT(34.60840988 -0.686338305),
6G8VVP6V+3VH,-3.1397333,37.744663,Functional,51.77698880434036,2010,f,Protected Well,Hand Pump - Afridev,POINT(37.744663 -3.1397333),
6G8VWPR9+J9P,-3.0584133,37.718449,Functional,104.49916476011276,2009,f,Protected Well,Hand Pump - Afridev,POINT(37.718449 -3.0584133),
6GGP85JR+32G,0.33019501,34.19007492,Non-Functional,364.23392033576965,,f,Borehole/Tubewell,,POINT(34.19007492 0.33019501),111
6GGP85M5+F6R,0.333738327,34.15802002,Non-Functional,329.05338859558105,,f,Protected Well,Motorized Pump - Electric,POINT(34.15802002 0.333738327),111
6GGP85MV+RQ8,0.334528327,34.19445801,Non-Functional,470.23974776268005,,f,Borehole/Tubewell,,POINT(34.19445801 0.334528327),111
6GGP3QXV+M74,0.099148761,34.79321189,Non-Functional,1134.396541595459,,f,Protected Well,,POINT(34.79321189 0.099148761),196
6GGP85P5+P2F,0.336803347,34.15755463,Non-Functional,357.4508047103882,,f,Protected Well,Motorized Pump - Electric,POINT(34.15755463 0.336803347),111
6GGP85PG+2FW,0.335119992,34.1762085,Non-Functional,312.9634020328522,,f,Protected Well,Motorized Pump - Electric,POINT(34.1762085 0.335119992),111
6GGP85PX+XQQ,0.337463319,34.19949341,Non-Functional,480.92421674728394,,f,Protected Well,Motorized Pump - Electric,POINT(34.19949341 0.337463319),111
6GGP85RC+3X7,0.340171665,34.17243195,Non-Functional,332.923033952713,,f,Borehole/Tubewell,,POINT(34.17243195 0.340171665),111
6GCPQH4R+62V,-1.2444,34.5900367,Non-Functional,506.0685167312622,,f,Protected Well,Motorized Pump - Electric,POINT(34.5900367 -1.2444),193
6GGP3RP2+Q8M,0.08695415,34.80078622,Non-Functional,830.5471787452698,,f,Protected Well,,POINT(34.80078622 0.08695415),196
6GGP86JJ+46Q,0.330330014,34.23060226,Non-Functional,494.3216338157654,,f,Protected Well,Motorized Pump - Electric,POINT(34.23060226 0.330330014),111
6GGP4M6M+3V4,0.110131979,34.68470572,Non-Functional,1025.5548343658447,,f,Protected Well,,POINT(34.68470572 0.110131979),196
6GGP86JP+GF2,0.331273288,34.23613358,Non-Functional,559.4534502029419,,f,Borehole/Tubewell,,POINT(34.23613358 0.331273288),111
6GGP85VC+7GC,0.343219995,34.1712532,Non-Functional,355.8713791370392,2006,f,Protected Well,Motorized Pump - Electric,POINT(34.1712532 0.343219995),111
6GGP85VX+PWX,0.344359994,34.19987106,Non-Functional,515.6658201217651,,f,Protected Well,Motorized Pump - Electric,POINT(34.19987106 0.344359994),111
6GGP85W6+MWC,0.346676677,34.16226959,Non-Functional,474.5113205909729,,f,Protected Well,Motorized Pump - Electric,POINT(34.16226959 0.346676677),111
6GFP9CQ8+X32,-0.610108316,34.41514206,Non-Functional,242.1383330821991,,f,Borehole/Tubewell,,POINT(34.41514206 -0.610108316),
6GGP4M6P+QJ7,0.111911534,34.68653723,Non-Functional,1116.5819511413574,,f,Protected Well,,POINT(34.68653723 0.111911534),196
6GGP4M7Q+38M,0.112715348,34.68828382,Non-Functional,1161.5323724746704,,f,Protected Well,,POINT(34.68828382 0.112715348),196
6GGP4MHX+JWW,0.129101996,34.69981558,Non-Functional,849.7354817390442,,f,Protected Well,,POINT(34.69981558 0.129101996),196
6GGP85W9+4MV,0.3453592,34.1691738,Non-Functional,396.96043252944946,,f,Protected Well,Motorized Pump - Electric,POINT(34.1691738 0.3453592),111
6G9W94F7+PW6,-2.62572176,38.11477227,"Functional, not in use",172.86481273174286,2006,f,Borehole/Tubewell,,POINT(38.11477227 -2.62572176),
6GGP85WV+X7C,0.3474326,34.1931313,Non-Functional,509.8050169944763,,f,Borehole/Tubewell,,POINT(34.1931313 0.3474326),111
6GGP4MHX+XM8,0.129922391,34.69919855,Non-Functional,868.9648423194885,,f,Protected Well,,POINT(34.69919855 0.129922391),196
6GGP4PFM+HXV,0.123986599,34.73492183,Non-Functional,1704.7579107284546,,f,Protected Well,,POINT(34.73492183 0.123986599),196
6G9WF6V7+P75,-2.50573035,38.2132401,"Functional, not in use",27.235863387584686,2011,f,Undefined Well,Public Tapstand,POINT(38.2132401 -2.50573035),
6GFPC95V+X57,-0.590075016,34.39291763,Non-Functional,421.65699529647827,,f,Borehole/Tubewell,,POINT(34.39291763 -0.590075016),141
6GGP85X7+VMX,0.349730015,34.16423035,Non-Functional,489.94990825653076,,f,Protected Well,Motorized Pump - Electric,POINT(34.16423035 0.349730015),111
6GGP862X+WC8,0.302281678,34.24857712,Non-Functional,333.86017060279846,,f,Protected Well,Motorized Pump - Electric,POINT(34.24857712 0.302281678),111
6GGP863P+J6H,0.304055005,34.23560715,Non-Functional,354.52939105033875,,f,Protected Well,Motorized Pump - Electric,POINT(34.23560715 0.304055005),111
6GGP4PFX+QHW,0.124498863,34.74894562,Non-Functional,1214.1607332229614,,f,Protected Well,,POINT(34.74894562 0.124498863),196
6GGP4PG2+2M2,0.125005237,34.70162657,Non-Functional,881.633623123169,,f,Protected Well,,POINT(34.70162657 0.125005237),196
6GGP864M+94F,0.305946797,34.2327919,Non-Functional,351.369544506073,,f,Protected Well,Motorized Pump - Electric,POINT(34.2327919 0.305946797),111
6GGP8652+23F,0.307574987,34.20016098,Non-Functional,2347.4964723587036,,f,Borehole/Tubewell,,POINT(34.20016098 0.307574987),111
6GFPHV7M+54X,-0.437013328,34.88286591,Non-Functional,486.57501697540283,,f,Borehole/Tubewell,,POINT(34.88286591 -0.437013328),
6GGP86JV+4HC,0.330306679,34.24388123,Non-Functional,578.6454377174377,,f,Protected Well,Motorized Pump - Electric,POINT(34.24388123 0.330306679),111
6GGP86MH+FC8,0.333655,34.22856903,Non-Functional,501.36407136917114,,f,Borehole/Tubewell,,POINT(34.22856903 0.333655),111
6GGPH7X8+GHF,0.598818333,34.26643333,Non-Functional,348.74107694625854,,f,Borehole/Tubewell,,POINT(34.26643333 0.598818333),129
6G9WP29X+PG3,-2.28074798,38.04878533,"Functional, needs repair",72.73739296197891,2006,f,Sand or Sub-surface Dam,Public Tapstand,POINT(38.04878533 -2.28074798),
6GCPMM6Q+XC2,-1.337556632,34.68849635,Non-Functional,1250.086139202118,,f,Borehole/Tubewell,,POINT(34.68849635 -1.337556632),
6GGPH88W+XR5,0.567393363,34.34709549,Non-Functional,349.05335211753845,,f,Borehole/Tubewell,,POINT(34.34709549 0.567393363),145
6GGPJ8V2+HJ5,0.6438797,34.3016002,Non-Functional,456.1390600204468,,f,Borehole/Tubewell,,POINT(34.3016002 0.6438797),36
6GGPJ8WQ+PCC,0.646801667,34.33852167,Non-Functional,411.60607624053955,,f,Borehole/Tubewell,,POINT(34.33852167 0.646801667),
6GCPMM8F+H5V,-1.333510041,34.67290878,Non-Functional,495.52080154418945,,f,Protected Well,Motorized Pump - Electric,POINT(34.67290878 -1.333510041),237
6GCPMP73+JJ6,-1.335955024,34.70400238,Non-Functional,675.0766162872314,,f,Borehole/Tubewell,,POINT(34.70400238 -1.335955024),
6GCPMP86+8GR,-1.33412838,34.71126175,Non-Functional,772.8825993537903,,f,Borehole/Tubewell,,POINT(34.71126175 -1.33412838),
6GGP4PG2+JV9,0.126542325,34.70223381,Non-Functional,835.4185934066772,,f,Protected Well,,POINT(34.70223381 0.126542325),196
6GGP4Q5G+QMV,0.10949968,34.77668675,Non-Functional,1127.5924291610718,,f,Protected Well,,POINT(34.77668675 0.10949968),196
6GCPPHWQ+5HW,-1.254521608,34.58893967,Non-Functional,441.41390657424927,,f,Borehole/Tubewell,,POINT(34.58893967 -1.254521608),193
6GFPX8MQ+W79,-0.015205,34.33823013,Non-Functional,275.8651587963104,,f,Borehole/Tubewell,,POINT(34.33823013 -0.015205),
6GFPX8RJ+FG5,-0.008863334,34.33135986,Non-Functional,264.5161852836609,,f,Borehole/Tubewell,,POINT(34.33135986 -0.008863334),61
6GGP4Q5H+GQ2,0.108756013,34.77938631,Non-Functional,1047.2241296768188,,f,Protected Well,,POINT(34.77938631 0.108756013),196
6GGP4Q5H+J6W,0.109107332,34.77807827,Non-Functional,1091.3301219940186,,f,Protected Well,,POINT(34.77807827 0.109107332),196
6GFPX8V5+2HQ,-0.007416666,34.30897522,Non-Functional,330.23515498638153,,f,Borehole/Tubewell,,POINT(34.30897522 -0.007416666),
6GCPPHWX+7PM,-1.2542997,34.5993042,Non-Functional,523.0296642780304,,f,Protected Well,Motorized Pump - Electric,POINT(34.5993042 -1.2542997),193
6GFPXCWG+X2W,-0.002515,34.42507172,Non-Functional,211.82517266273499,,f,Borehole/Tubewell,,POINT(34.42507172 -0.002515),
6GFPXF79+HG4,-0.036114998,34.46882248,Non-Functional,372.6534593105316,,f,Borehole/Tubewell,,POINT(34.46882248 -0.036114998),165
6GCPQFCV+63R,-1.229369998,34.49254608,Non-Functional,1800.8841586112976,,t,Borehole/Tubewell,Motorized Pump - Electric,POINT(34.49254608 -1.229369998),338
6GFPXF8G+WHM,-0.032664999,34.47640991,Non-Functional,368.1050114631653,,f,Borehole/Tubewell,,POINT(34.47640991 -0.032664999),165
6GCPQFG4+WMH,-1.222684979,34.45673752,Non-Functional,285.94589829444885,,f,Borehole/Tubewell,,POINT(34.45673752 -1.222684979),
